"Name","Price","Image URL","Product URL","Brand","Review Count","Rating","InStock","Description"
"Original Sonic Toothbrush Charging Base - Black","$13.0","https://burstoralcare.com/cdn/shop/files/OriginalSonicToothbrushChargingBase-1.png?v=1723749450","https://burstoralcare.com/products/adult-brush-charging-base?variant=44248010457243","US-burstoralcare-dev","","5.0","In Stock",""
"Original Sonic Toothbrush Charging Base - White","$13.0","https://burstoralcare.com/cdn/shop/files/OriginalSonicToothbrushChargingBase-1.png?v=1723749450","https://burstoralcare.com/products/adult-brush-charging-base?variant=44248010490011","US-burstoralcare-dev","","5.0","In Stock",""
"Original Sonic Toothbrush Charging Base - Rose gold","$13.0","https://burstoralcare.com/cdn/shop/files/OriginalSonicToothbrushChargingBase-1.png?v=1723749450","https://burstoralcare.com/products/adult-brush-charging-base?variant=44248010522779","US-burstoralcare-dev","","5.0","In Stock",""
"Original Sonic Toothbrush Charging Base - Lavender","$13.0","https://burstoralcare.com/cdn/shop/files/OriginalSonicToothbrushChargingBase-1.png?v=1723749450","https://burstoralcare.com/products/adult-brush-charging-base?variant=44248010555547","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Replacement Head - Seafoam","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011145371","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Green","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011079835","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Light Pink","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011112603","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Blue","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248010981531","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Purple","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011047067","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Kids Replacement Head - Pink","$8.0","https://burstoralcare.com/cdn/shop/files/seafoam_brush_head_1.png?v=1711627853","https://burstoralcare.com/products/kids-replacement-head?variant=44248011014299","US-burstoralcare-dev","","4.9","In Stock","Brush heads made just for kids! With our signature super-soft bristles, comfy rubber, and wide design, this baby does big things."
"Original Brush Replacement Head - Black","$8.0","https://burstoralcare.com/cdn/shop/files/original_head_black_1.png?v=1711093895","https://burstoralcare.com/products/original-brush-replacement-head?variant=43953992695963","US-burstoralcare-dev","","4.9","In Stock",""
"Original Brush Replacement Head - White","$8.0","https://burstoralcare.com/cdn/shop/files/original_head_black_1.png?v=1711093895","https://burstoralcare.com/products/original-brush-replacement-head?variant=43953992728731","US-burstoralcare-dev","","4.9","In Stock",""
"Original Brush Replacement Head - Rose Gold","$8.0","https://burstoralcare.com/cdn/shop/files/original_head_black_1.png?v=1711093895","https://burstoralcare.com/products/original-brush-replacement-head?variant=43953992761499","US-burstoralcare-dev","","4.9","In Stock",""
"Original Brush Replacement Head - Lavender","$8.0","https://burstoralcare.com/cdn/shop/files/original_head_black_1.png?v=1711093895","https://burstoralcare.com/products/original-brush-replacement-head?variant=43953992794267","US-burstoralcare-dev","","4.9","In Stock",""
"Original Brush Replacement Head - Berry","$8.0","https://burstoralcare.com/cdn/shop/files/original_head_black_1.png?v=1711093895","https://burstoralcare.com/products/original-brush-replacement-head?variant=43953992827035","US-burstoralcare-dev","","4.9","In Stock",""
"Curve Charging Cord - Black","$11.0","https://burstoralcare.com/cdn/shop/files/Pro_CurveChargingCord1.png?v=1731946967","https://burstoralcare.com/products/pro-curve-charging-cord?variant=45782342271131","US-burstoralcare-dev","0","","In Stock",""
"Curve Charging Cord - White","$11.0","https://burstoralcare.com/cdn/shop/files/Pro_CurveChargingCord1.png?v=1731946967","https://burstoralcare.com/products/pro-curve-charging-cord?variant=45782342303899","US-burstoralcare-dev","0","","In Stock",""
"Pro Sonic Toothbrush Charging Base - Black","$13.0","https://burstoralcare.com/cdn/shop/files/Property1_Variant4_6615ea0c-8f9c-4160-bb17-9728ac1181c1.png?v=1733431271","https://burstoralcare.com/products/pro-sonic-toothbrush-charging-base-1?variant=45839548219547","US-burstoralcare-dev","","4.0","In Stock",""
"Pro Sonic Toothbrush Charging Base - White","$13.0","https://burstoralcare.com/cdn/shop/files/Property1_Variant4_6615ea0c-8f9c-4160-bb17-9728ac1181c1.png?v=1733431271","https://burstoralcare.com/products/pro-sonic-toothbrush-charging-base-1?variant=45839548252315","US-burstoralcare-dev","","4.0","In Stock",""
"Pro Sonic Toothbrush Charging Base - Rose gold","$13.0","https://burstoralcare.com/cdn/shop/files/Property1_Variant4_6615ea0c-8f9c-4160-bb17-9728ac1181c1.png?v=1733431271","https://burstoralcare.com/products/pro-sonic-toothbrush-charging-base-1?variant=45839548285083","US-burstoralcare-dev","","4.0","In Stock",""
"Pro Charging Cord - Black","$11.0","https://burstoralcare.com/cdn/shop/files/Pro_CurveChargingCord1.png?v=1731946967","https://burstoralcare.com/products/pro-charging-cord?variant=45886748197019","US-burstoralcare-dev","0","","In Stock",""
"Water Flosser Replacement Tip - Classic","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146008981659","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Water Flosser Replacement Tip - Ortho","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146009014427","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Water Flosser Replacement Tip - Perio","$7.0","https://burstoralcare.com/cdn/shop/files/classic_tip.png?v=1713201318","https://burstoralcare.com/products/water-flosser-tip?variant=44146008948891","US-burstoralcare-dev","","4.8","In Stock","Whatever your Water Flosser needs, our trio of available tips has you covered — including options for sensitivity or to blast past ortho work."
"Kids Standard Water Flosser Tip - Dinosaur Tip","$12.0","https://burstoralcare.com/cdn/shop/files/BluDino1.png?v=1759844870","https://burstoralcare.com/products/kids-replacement-tips?variant=47284693893275","US-burstoralcare-dev","0","","In Stock","Hygienist-developed with a soft, silicone-coated tip and child-safe materials, it’s perfect for sensitive gums, orthodontic care, and everyday durability."
"Kids Standard Water Flosser Tip - Unicorn Tip","$12.0","https://burstoralcare.com/cdn/shop/files/BluDino1.png?v=1759844870","https://burstoralcare.com/products/kids-replacement-tips?variant=47284693926043","US-burstoralcare-dev","0","","In Stock","Hygienist-developed with a soft, silicone-coated tip and child-safe materials, it’s perfect for sensitive gums, orthodontic care, and everyday durability."
"Water Flosser Charging Cord - Black","$11.0","https://burstoralcare.com/cdn/shop/files/WaterFlosserChargingCord-1_c74e72fe-5a94-4f4f-b359-6c93b662858d.png?v=1723743290","https://burstoralcare.com/products/flosser-charging-cord?variant=44268048679067","US-burstoralcare-dev","","4.7","In Stock","USB-A to DC 2mmx0.5mm"
"Water Flosser Charging Cord - White","$11.0","https://burstoralcare.com/cdn/shop/files/WaterFlosserChargingCord-1_c74e72fe-5a94-4f4f-b359-6c93b662858d.png?v=1723743290","https://burstoralcare.com/products/flosser-charging-cord?variant=44268048744603","US-burstoralcare-dev","","4.7","In Stock","USB-A to DC 2mmx0.5mm"
"Water Flosser Charging Cord - Rose gold","$11.0","https://burstoralcare.com/cdn/shop/files/WaterFlosserChargingCord-1_c74e72fe-5a94-4f4f-b359-6c93b662858d.png?v=1723743290","https://burstoralcare.com/products/flosser-charging-cord?variant=44268048777371","US-burstoralcare-dev","","4.7","In Stock","USB-A to DC 2mmx0.5mm"
"Water Flosser Charging Cord - Lavender","$11.0","https://burstoralcare.com/cdn/shop/files/WaterFlosserChargingCord-1_c74e72fe-5a94-4f4f-b359-6c93b662858d.png?v=1723743290","https://burstoralcare.com/products/flosser-charging-cord?variant=44268048842907","US-burstoralcare-dev","","4.7","In Stock","USB-A to DC 2mmx0.5mm"
"Replacement Floss - Mint Eucalyptus","$5.0","https://burstoralcare.com/cdn/shop/files/Group6907.png?v=1711437390","https://burstoralcare.com/products/replacement-floss?variant=44268049531035","US-burstoralcare-dev","","4.9","In Stock","Select the refill designed for your case.Each refill is precision-made to fit its matching dispenser for a seamless, tangle-free experience."
"Replacement Floss - Juniper Berry","$5.0","https://burstoralcare.com/cdn/shop/files/Group6907.png?v=1711437390","https://burstoralcare.com/products/replacement-floss?variant=44268049563803","US-burstoralcare-dev","","4.9","In Stock","Select the refill designed for your case.Each refill is precision-made to fit its matching dispenser for a seamless, tangle-free experience."
"Big Floss Dispenser - 273 yds - Default Title","$58.0","https://burstoralcare.com/cdn/shop/files/Property1_1_e1042869-3e0a-48bf-a743-2099f88ac4af.png?v=1760631010","https://burstoralcare.com/products/big-floss-dispenser-273-yds?variant=47429457838235","US-burstoralcare-dev","0","","Out of Stock","Floss 101Made with input from our community of 40,000+ dental professionals, the Big Floss Dispenser delivers 273 yards of Expanding Floss—proven to remove 2x more plaque* than standard floss. Lab-tested for effectiveness, it provides months of superior cleaning for the whole family. Sleek and user-friendly, it sits neatly on any bathroom counter or operatory, keeping premium floss always within reach.Aroma: Mint Eucalyptus*In laboratory tests; data on file at burstoralcare.com/clinical.BenefitsClinically proven results:Removes up to 85% of plaque on tooth surfaces between teeth.Up to 58% plaque reduction for deep cleaning on root surfaces just below the gumline.*Removes 2x more plaque than regular unwaxed dental floss.A better flossing experience:300+ strong fibers are woven together to effectively catch all the debris between your teeth.Gives you the super satisfying, refreshing feeling of seeing the gunk being pulled out.A delicious, minty fresh aroma that is like a spa day for your mouth.Intelligently built so you don&#39;t have to work as hard.XL SIZE – 6.8x More Floss per SpoolFormulaTechnologyOur Dental Professionals (and us!) don’t want you putting bad crud in your mouth. That’s why our vegan, cruelty-free floss uses natural, effective ingredients with no parabens, BPA, Teflon, or PFAS.  What makes it so special?Expanding technology reaches more surface area than typical floss.Soft, textured, and shred-resistant thread designed to be gentle on gums.Black color provides a super satisfying feeling by showing all the pesky debris you pull from between your teeth.Adsorptive xylitol coating pulls away stubborn stains while helping fight cavities.Mindful ingredients: Microcrystalline wax, mint eucalyptus aroma, xylitol. Refill plan: $30 per replacement every 24 weeks.*In laboratory tests; data on file at burstoralcare.com/clinical.You get2x more plaque removal than regular unwaxed dental floss1 BFD spool = 273 yards of black, expanding flossWhat you don’t get: Parabens (yuck)Phthalates (double yuck)TeflonBPAMajor allergens Artificial sweeteners, flavors or colors *In laboratory tests; data on file at burstoralcare.com/clinical."
"Big Floss Dispenser TikTok - Default Title","$86.0","https://burstoralcare.com/cdn/shop/files/Property1_1_e1042869-3e0a-48bf-a743-2099f88ac4af.png?v=1760631010","https://burstoralcare.com/products/big-floss-dispenser-tiktok?variant=47429520883867","US-burstoralcare-dev","0","","Out of Stock","Floss 101Made with input from our community of 40,000+ dental professionals, the Big Floss Dispenser delivers 273 yards of Expanding Floss—proven to remove 2x more plaque* than standard floss. Lab-tested for effectiveness, it provides months of superior cleaning for the whole family. Sleek and user-friendly, it sits neatly on any bathroom counter or operatory, keeping premium floss always within reach.Aroma: Mint Eucalyptus*In laboratory tests; data on file at burstoralcare.com/clinical.BenefitsClinically proven results:Removes up to 85% of plaque on tooth surfaces between teeth.Up to 58% plaque reduction for deep cleaning on root surfaces just below the gumline.*Removes 2x more plaque than regular unwaxed dental floss.A better flossing experience:300+ strong fibers are woven together to effectively catch all the debris between your teeth.Gives you the super satisfying, refreshing feeling of seeing the gunk being pulled out.A delicious, minty fresh aroma that is like a spa day for your mouth.Intelligently built so you don&#39;t have to work as hard.XL SIZE – 6.8x More Floss per SpoolFormulaTechnologyOur Dental Professionals (and us!) don’t want you putting bad crud in your mouth. That’s why our vegan, cruelty-free floss uses natural, effective ingredients with no parabens, BPA, Teflon, or PFAS.  What makes it so special?Expanding technology reaches more surface area than typical floss.Soft, textured, and shred-resistant thread designed to be gentle on gums.Black color provides a super satisfying feeling by showing all the pesky debris you pull from between your teeth.Adsorptive xylitol coating pulls away stubborn stains while helping fight cavities.Mindful ingredients: Microcrystalline wax, mint eucalyptus aroma, xylitol. Refill plan: $30 per replacement every 24 weeks.*In laboratory tests; data on file at burstoralcare.com/clinical.You get2x more plaque removal than regular unwaxed dental floss1 BFD spool = 273 yards of black, expanding flossWhat you don’t get: Parabens (yuck)Phthalates (double yuck)TeflonBPAMajor allergens Artificial sweeteners, flavors or colors *In laboratory tests; data on file at burstoralcare.com/clinical."
"Kids Brush Charging Base - Blue","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012062875","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Brush Charging Base - Purple","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012095643","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Brush Charging Base - Pink","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012128411","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Brush Charging Base - Green","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012161179","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Brush Charging Base - Light Pink","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012193947","US-burstoralcare-dev","","5.0","In Stock",""
"Kids Brush Charging Base - Seafoam","$13.0","https://burstoralcare.com/cdn/shop/files/CoComelon_Kids_Charging_Base-1.png?v=1723745433","https://burstoralcare.com/products/kids-brush-charging-base?variant=44248012226715","US-burstoralcare-dev","","5.0","In Stock",""
"Oops!","","","https://burstoralcare.com/products/digital-gift-card","Unknown","0","","Unknown",""
